QuickDAQ Data
1/1/0001 12:00:00 AM
Notes:,,
Sample Rate:,5000, Hz,
Measurement Type,Time Waveform,Time Waveform,Counter/Tach Freq Data,
Channel Name,DT9837-A(00).Ain 0,DT9837-A(00).Ain 1,DT9837-A(00).Tach 0,
X Axis Units,Sec,Sec,Sec,
Y Axis Units,g,deg,Hz,
Seconds,Real,Real,Real,
 0.0104000000, 0.5143193984,99.7277513932, 0.00000E+000,
 0.0106000000, 0.5323355909,99.7459031313, 0.00000E+000,
 0.0108000000, 0.5113166997,99.7755123493, 0.00000E+000,
 0.0110000000, 0.5061692161,99.7982985737, 0.00000E+000,
 0.0112000000, 0.5143193984,99.7878709795, 0.00000E+000,
 0.0114000000, 0.5134614845,99.7690326509, 0.00000E+000,
 0.0116000000, 0.5179655326,99.7441008310, 0.00000E+000,
 0.0118000000, 0.5136759630,99.7157360584, 0.00000E+000,
 0.0120000000, 0.5143193984,99.6994724444, 0.00000E+000,
 0.0122000000, 0.5297618491,99.7087414170, 0.00000E+000,
 0.0124000000, 0.5106732643,99.7283092481, 0.00000E+000,
 0.0126000000, 0.5437029504,99.7416977641, 0.00000E+000,
 0.0128000000, 0.5291184137,99.7720793965, 0.00000E+000,
 0.0130000000, 0.5361962035,99.7776150329, 0.00000E+000,
 0.0132000000, 0.5319066339,99.7698050653, 0.00000E+000,
 0.0134000000, 0.5325500694,99.7617376261, 0.00000E+000,
 0.0136000000, 0.5428450365,99.7761989399, 0.00000E+000,
 0.0138000000, 0.5278315428,99.7776579448, 0.00000E+000,
 0.0140000000, 0.5289039352,99.7492073484, 0.00000E+000,
 0.0142000000, 0.5096008718,99.7837943480, 0.00000E+000,
 0.0144000000, 0.5213971883,99.7360333919, 0.00000E+000,
 0.0146000000, 0.5134614845,99.7431138571, 0.00000E+000,
 0.0148000000, 0.5076705655,99.7318709366, 0.00000E+000,
 0.0150000000, 0.5196813605,99.7512671200, 0.00000E+000,
 0.0152000000, 0.5111022212,99.7797606284, 0.00000E+000,
 0.0154000000, 0.5344803757,99.7135904629, 0.00000E+000,
 0.0156000000, 0.5254722795,99.7297682530, 0.00000E+000,
 0.0158000000, 0.5394133808,99.7669299673, 0.00000E+000,
 0.0160000000, 0.5357672466,99.8011307597, 0.00000E+000,
 0.0162000000, 0.5220406238,99.7658142576, 0.00000E+000,
 0.0164000000, 0.5243998871,99.7843522028, 0.00000E+000,
 0.0166000000, 0.5286894567,99.7563307255, 0.00000E+000,
 0.0168000000, 0.5048823453,99.7816058406, 0.00000E+000,
 0.0170000000, 0.5003782971,99.8107001157, 0.00000E+000,
 0.0172000000, 0.5306197630,99.7879997152, 0.00000E+000,
 0.0174000000, 0.5252578010,99.7156073227, 0.00000E+000,
 0.0176000000, 0.5241854086,99.7708778630, 0.00000E+000,
 0.0178000000, 0.5349093327,99.7622096572, 0.00000E+000,
 0.0180000000, 0.5297618491,99.7522111821, 0.00000E+000,
 0.0182000000, 0.5344803757,99.7652993147, 0.00000E+000,
 0.0184000000, 0.5458477352,99.7344885632, 0.00000E+000,
 0.0186000000, 0.5316921554,99.7231598189, 0.00000E+000,
 0.0188000000, 0.5222551023,99.7359046562, 0.00000E+000,
 0.0190000000, 0.5306197630,99.7569744041, 0.00000E+000,
 0.0192000000, 0.5439174289,99.7304119317, 0.00000E+000,
 0.0194000000, 0.5353382896,99.7551291920, 0.00000E+000,
 0.0196000000, 0.5297618491,99.7983843975, 0.00000E+000,
 0.0198000000, 0.5267591504,99.7954663876, 0.00000E+000,
 0.0200000000, 0.5274025858,99.7168517680, 0.00000E+000,
 0.0202000000, 0.5357672466,99.7308839627, 0.00000E+000,
 0.0204000000, 0.5368396390,99.7606648284, 0.00000E+000,
 0.0206000000, 0.5293328921,99.8019031741, 0.00000E+000,
 0.0208000000, 0.5228985377,99.7922909062, 0.00000E+000,
 0.0210000000, 0.5293328921,99.7747828469, 0.00000E+000,
 0.0212000000, 0.5265446719,99.7678740293, 0.00000E+000,
 0.0214000000, 0.5274025858,99.7725943394, 0.00000E+000,
 0.0216000000, 0.5261157149,99.7504947057, 0.00000E+000,
 0.0218000000, 0.5351238111,99.7701912725, 0.00000E+000,
 0.0220000000, 0.5319066339,99.7524257416, 0.00000E+000,
 0.0222000000, 0.5432739934,99.7315276413, 0.00000E+000,
 0.0224000000, 0.5368396390,99.7139766701, 0.00000E+000,
 0.0226000000, 0.5338369402,99.7513100320, 0.00000E+000,
 0.0228000000, 0.5368396390,99.7329008225, 0.00000E+000,
 0.0230000000, 0.5319066339,99.7540993061, 0.00000E+000,
 0.0232000000, 0.5488504339,99.7462893385, 0.00000E+000,
 0.0234000000, 0.5331935048,99.7752548779, 0.00000E+000,
 0.0236000000, 0.5475635631,99.7351751537, 0.00000E+000,
 0.0238000000, 0.5509952188,99.7269360670, 0.00000E+000,
 0.0240000000, 0.5484214770,99.7198126899, 0.00000E+000,
 0.0242000000, 0.5473490846,99.7330295582, 0.00000E+000,
 0.0244000000, 0.5458477352,99.7436717119, 0.00000E+000,
 0.0246000000, 0.5374830744,99.7423414427, 0.00000E+000,
 0.0248000000, 0.5280460212,99.7544855133, 0.00000E+000,
 0.0250000000, 0.5387699453,99.7780012401, 0.00000E+000,
 0.0252000000, 0.5271881073,99.7849958815, 0.00000E+000,
 0.0254000000, 0.5278315428,99.7755981731, 0.00000E+000,
 0.0256000000, 0.5509952188,99.8022464694, 0.00000E+000,
 0.0258000000, 0.5198958390,99.7899736631, 0.00000E+000,
 0.0260000000, 0.5385554668,99.7461606027, 0.00000E+000,
 0.0262000000, 0.5291184137,99.7513529439, 0.00000E+000,
 0.0264000000, 0.5291184137,99.7382218993, 0.00000E+000,
 0.0266000000, 0.5259012364,99.7021329828, 0.00000E+000,
 0.0268000000, 0.5338369402,99.7223015806, 0.00000E+000,
 0.0270000000, 0.5314776770,99.7528548607, 0.00000E+000,
 0.0272000000, 0.5407002517,99.8087690798, 0.00000E+000,
 0.0274000000, 0.5391989023,99.7856824721, 0.00000E+000,
 0.0276000000, 0.5261157149,99.8025468528, 0.00000E+000,
 0.0278000000, 0.5439174289,99.7620809214, 0.00000E+000,
 0.0280000000, 0.5160352263,99.7464609861, 0.00000E+000,
 0.0282000000, 0.5355527681,99.7301544602, 0.00000E+000,
 0.0284000000, 0.5280460212,99.7262923883, 0.00000E+000,
 0.0286000000, 0.5265446719,99.7552579277, 0.00000E+000,
 0.0288000000, 0.5158207478,99.7921192586, 0.00000E+000,
 0.0290000000, 0.5156062693,99.7961958901, 0.00000E+000,
 0.0292000000, 0.5220406238,99.7743537278, 0.00000E+000,
 0.0294000000, 0.5351238111,99.7985989570, 0.00000E+000,
 0.0296000000, 0.5353382896,99.7556870468, 0.00000E+000,
 0.0298000000, 0.5349093327,99.7545284252, 0.00000E+000,
 0.0300000000, 0.5548558314,99.7530694203, 0.00000E+000,
 0.0302000000, 0.5477780415,99.7317422009, 0.00000E+000,
 0.0304000000, 0.5407002517,99.7326433510, 0.00000E+000,
 0.0306000000, 0.5145338769,99.7404533187, 0.00000E+000,
 0.0308000000, 0.5289039352,99.7904027822, 0.00000E+000,
 0.0310000000, 0.5439174289,99.8054648627, 0.00000E+000,
 0.0312000000, 0.5364106820,99.8070955153, 0.00000E+000,
 0.0314000000, 0.5404857732,99.7913468442, 0.00000E+000,
 0.0316000000, 0.5329790263,99.8016457027, 0.00000E+000,
 0.0318000000, 0.5218261453,99.7527690369, 0.00000E+000,
 0.0320000000, 0.5426305580,99.7314847294, 0.00000E+000,
 0.0322000000, 0.5316921554,99.7265498598, 0.00000E+000,
 0.0324000000, 0.5494938694,99.7189973636, 0.00000E+000,
 0.0326000000, 0.5522820896,99.7353897133, 0.00000E+000,
 0.0328000000, 0.5196813605,99.7380073398, 0.00000E+000,
 0.0330000000, 0.5501373048,99.7430709452, 0.00000E+000,
 0.0332000000, 0.5419871225,99.7885575700, 0.00000E+000,
 0.0334000000, 0.5417726441,99.7876564199, 0.00000E+000,
 0.0336000000, 0.5539979175,99.7916043157, 0.00000E+000,
 0.0338000000, 0.5359817251,99.7909606370, 0.00000E+000,
 0.0340000000, 0.5280460212,99.7998004905, 0.00000E+000,
 0.0342000000, 0.5306197630,99.8016457027, 0.00000E+000,
 0.0344000000, 0.5312631985,99.7792456855, 0.00000E+000,
 0.0346000000, 0.5201103174,99.7950372685, 0.00000E+000,
 0.0348000000, 0.5259012364,99.7942648541, 0.00000E+000,
 0.0350000000, 0.5286894567,99.8005299930, 0.00000E+000,
 0.0352000000, 0.5231130162,99.7810050738, 0.00000E+000,
 0.0354000000, 0.5462766922,99.7379644279, 0.00000E+000,
 0.0356000000, 0.5312631985,99.7581330257, 0.00000E+000,
 0.0358000000, 0.5325500694,99.7687322675, 0.00000E+000,
 0.0360000000, 0.5274025858,99.7565881969, 0.00000E+000,
 0.0362000000, 0.5524965681,99.7436288000, 0.00000E+000,
 0.0364000000, 0.5396278592,99.7143199653, 0.00000E+000,
 0.0366000000, 0.5391989023,99.7250479429, 0.00000E+000,
 0.0368000000, 0.5452042998,99.7189973636, 0.00000E+000,
 0.0370000000, 0.5452042998,99.7215720782, 0.00000E+000,
 0.0372000000, 0.5413436871,99.7374065730, 0.00000E+000,
 0.0374000000, 0.5582874871,99.7886433939, 0.00000E+000,
 0.0376000000, 0.5353382896,99.7766709709, 0.00000E+000,
 0.0378000000, 0.5349093327,99.7865407103, 0.00000E+000,
 0.0380000000, 0.5477780415,99.7730234585, 0.00000E+000,
 0.0382000000, 0.5289039352,99.7875276842, 0.00000E+000,
 0.0384000000, 0.5366251605,99.7726372513, 0.00000E+000,
 0.0386000000, 0.5316921554,99.7576609947, 0.00000E+000,
 0.0388000000, 0.5445608643,99.7520395344, 0.00000E+000,
 0.0390000000, 0.5460622137,99.7301973721, 0.00000E+000,
 0.0392000000, 0.5349093327,99.7538418347, 0.00000E+000,
 0.0394000000, 0.5349093327,99.7341023560, 0.00000E+000,
 0.0396000000, 0.5441319074,99.7277513932, 0.00000E+000,
 0.0398000000, 0.5531400036,99.7175812705, 0.00000E+000,
 0.0400000000, 0.5542123960,99.7166372085, 0.00000E+000,
 0.0402000000, 0.5486359555,99.7437575358, 0.00000E+000,
 0.0404000000, 0.5479925200,99.7715215417, 0.00000E+000,
 0.0406000000, 0.5426305580,99.7597207664, 0.00000E+000,
 0.0408000000, 0.5353382896,99.7871843889, 0.00000E+000,
 0.0410000000, 0.5434884719,99.7827215502, 0.00000E+000,
 0.0412000000, 0.5314776770,99.7809192500, 0.00000E+000,
 0.0414000000, 0.5475635631,99.7998434024, 0.00000E+000,
 0.0416000000, 0.5329790263,99.7960671543, 0.00000E+000,
 0.0418000000, 0.5458477352,99.7970541283, 0.00000E+000,
 0.0420000000, 0.5334079833,99.7999292262, 0.00000E+000,
 0.0422000000, 0.5316921554,99.8000579620, 0.00000E+000,
 0.0424000000, 0.5563571808,99.7992855476, 0.00000E+000,
 0.0426000000, 0.5497083479,99.8036196505, 0.00000E+000,
 0.0428000000, 0.5323355909,99.7876135080, 0.00000E+000,
 0.0430000000, 0.5705127606,99.7952518280, 0.00000E+000,
 0.0432000000, 0.5563571808,99.7494219079, 0.00000E+000,
 0.0434000000, 0.5469201276,99.7459889551, 0.00000E+000,
 0.0436000000, 0.5539979175,99.7204992804, 0.00000E+000,
 0.0438000000, 0.5733009808,99.7259061811, 0.00000E+000,
 0.0440000000, 0.5432739934,99.7215291663, 0.00000E+000,
 0.0442000000, 0.5428450365,99.7777437687, 0.00000E+000,
 0.0444000000, 0.5295473706,99.8046066245, 0.00000E+000,
 0.0446000000, 0.5475635631,99.8026326766, 0.00000E+000,
 0.0448000000, 0.5467056491,99.8091552869, 0.00000E+000,
 0.0450000000, 0.5306197630,99.7478341672, 0.00000E+000,
 0.0452000000, 0.5597888365,99.7484778459, 0.00000E+000,
 0.0454000000, 0.5580730086,99.7582188495, 0.00000E+000,
 0.0456000000, 0.5537834390,99.7252195905, 0.00000E+000,
 0.0458000000, 0.5535689605,99.7372778373, 0.00000E+000,
 0.0460000000, 0.5271881073,99.7701054486, 0.00000E+000,
 0.0462000000, 0.5529255251,99.7934924397, 0.00000E+000,
 0.0464000000, 0.5514241757,99.7727659871, 0.00000E+000,
 0.0466000000, 0.5370541175,99.7856395601, 0.00000E+000,
 0.0468000000, 0.5267591504,99.7565023731, 0.00000E+000,
 0.0470000000, 0.5385554668,99.7442724787, 0.00000E+000,
 0.0472000000, 0.5417726441,99.7214004305, 0.00000E+000,
 0.0474000000, 0.5430595149,99.7109728363, 0.00000E+000,
 0.0476000000, 0.5372685959,99.7632824549, 0.00000E+000,
 0.0478000000, 0.5471346061,99.7957667710, 0.00000E+000,
 0.0480000000, 0.5522820896,99.8019031741, 0.00000E+000,
 0.0482000000, 0.5452042998,99.7858970316, 0.00000E+000,
 0.0484000000, 0.5464911707,99.7792456855, 0.00000E+000,
 0.0486000000, 0.5381265099,99.7234602022, 0.00000E+000,
 0.0488000000, 0.5537834390,99.7388655780, 0.00000E+000,
 0.0490000000, 0.5351238111,99.7615230666, 0.00000E+000,
 0.0492000000, 0.5449898213,99.7580901138, 0.00000E+000,
 0.0494000000, 0.5394133808,99.7869698294, 0.00000E+000,
 0.0496000000, 0.5428450365,99.7431996809, 0.00000E+000,
 0.0498000000, 0.5415581656,99.7217437258, 0.00000E+000,
 0.0500000000, 0.5443463858,99.7332441178, 0.00000E+000,
 0.0502000000, 0.5422016010,99.7202847209, 0.00000E+000,
 0.0504000000, 0.5334079833,99.7572318756, 0.00000E+000,
 0.0506000000, 0.5445608643,99.7799322761, 0.00000E+000,
 0.0508000000, 0.5610757074,99.7948656208, 0.00000E+000,
 0.0510000000, 0.5462766922,99.8071813391, 0.00000E+000,
 0.0512000000, 0.5595743580,99.7725085156, 0.00000E+000,
 0.0514000000, 0.5422016010,99.7643123408, 0.00000E+000,
 0.0516000000, 0.5467056491,99.7457314836, 0.00000E+000,
 0.0518000000, 0.5475635631,99.7765851471, 0.00000E+000,
 0.0520000000, 0.5327645478,99.6983996467, 0.00000E+000,
 0.0522000000, 0.5452042998,99.7608793879, 0.00000E+000,
 0.0524000000, 0.5464911707,99.7735813134, 0.00000E+000,
 0.0526000000, 0.5312631985,99.7893299844, 0.00000E+000,
 0.0528000000, 0.5475635631,99.7519537106, 0.00000E+000,
 0.0530000000, 0.5211827098,99.7534556275, 0.00000E+000,
 0.0532000000, 0.5389844238,99.7873989485, 0.00000E+000,
 0.0534000000, 0.5437029504,99.7714357179, 0.00000E+000,
 0.0536000000, 0.5509952188,99.7492931722, 0.00000E+000,
 0.0538000000, 0.5458477352,99.7626816882, 0.00000E+000,
 0.0540000000, 0.5587164441,99.7741391682, 0.00000E+000,
 0.0542000000, 0.5387699453,99.7410540854, 0.00000E+000,
 0.0544000000, 0.5488504339,99.7526832131, 0.00000E+000,
 0.0546000000, 0.5456332567,99.7808334262, 0.00000E+000,
 0.0548000000, 0.5370541175,99.7910893727, 0.00000E+000,
 0.0550000000, 0.5524965681,99.7529406845, 0.00000E+000,
 0.0552000000, 0.5514241757,99.7171521514, 0.00000E+000,
 0.0554000000, 0.5486359555,99.7484778459, 0.00000E+000,
 0.0556000000, 0.5591454011,99.7562878135, 0.00000E+000,
 0.0558000000, 0.5419871225,99.7719077489, 0.00000E+000,
 0.0560000000, 0.5407002517,99.7642694288, 0.00000E+000,
 0.0562000000, 0.5297618491,99.7818633120, 0.00000E+000,
 0.0564000000, 0.5464911707,99.7988993404, 0.00000E+000,
 0.0566000000, 0.5404857732,99.7305406674, 0.00000E+000,
 0.0568000000, 0.5452042998,99.7508809129, 0.00000E+000,
 0.0570000000, 0.5316921554,99.7678311174, 0.00000E+000,
 0.0572000000, 0.5359817251,99.7285667195, 0.00000E+000,
 0.0574000000, 0.5574295732,99.7327291748, 0.00000E+000,
 0.0576000000, 0.5488504339,99.7338877964, 0.00000E+000,
 0.0578000000, 0.5458477352,99.7417406760, 0.00000E+000,
 0.0580000000, 0.5424160795,99.7453023645, 0.00000E+000,
 0.0582000000, 0.5314776770,99.7602357093, 0.00000E+000,
 0.0584000000, 0.5458477352,99.7296395173, 0.00000E+000,
 0.0586000000, 0.5342658972,99.7704487439, 0.00000E+000,
 0.0588000000, 0.5492793909,99.7115736031, 0.00000E+000,
 0.0590000000, 0.5379120314,99.7396809043, 0.00000E+000,
 0.0592000000, 0.5282604997,99.7568027565, 0.00000E+000,
 0.0594000000, 0.5359817251,99.7402387591, 0.00000E+000,
 0.0596000000, 0.5364106820,99.7498081151, 0.00000E+000,
 0.0598000000, 0.5424160795,99.7674878221, 0.00000E+000,
 0.0600000000, 0.5419871225,99.7304548436, 0.00000E+000,
 0.0602000000, 0.5467056491,99.7283092481, 0.00000E+000,
 0.0604000000, 0.5415581656,99.7150923797, 0.00000E+000,
 0.0606000000, 0.5471346061,99.7197268660, 0.00000E+000,
 0.0608000000, 0.5439174289,99.7138908462, 0.00000E+000,
 0.0610000000, 0.5537834390,99.7073253240, 0.00000E+000,
 0.0612000000, 0.5306197630,99.7231598189, 0.00000E+000,
 0.0614000000, 0.5338369402,99.7653851385, 0.00000E+000,
 0.0616000000, 0.5544268745,99.7286954553, 0.00000E+000,
 0.0618000000, 0.5460622137,99.7186540683, 0.00000E+000,
 0.0620000000, 0.5574295732,99.7368487182, 0.00000E+000,
 0.0622000000, 0.5252578010,99.7138050224, 0.00000E+000,
 0.0624000000, 0.5535689605,99.7359904800, 0.00000E+000,
 0.0626000000, 0.5263301934,99.7194264827, 0.00000E+000,
 0.0628000000, 0.5391989023,99.7120456341, 0.00000E+000,
 0.0630000000, 0.5471346061,99.7483920221, 0.00000E+000,
 0.0632000000, 0.5381265099,99.7596349425, 0.00000E+000,
 0.0634000000, 0.5325500694,99.7476625196, 0.00000E+000,
 0.0636000000, 0.5548558314,99.7713069821, 0.00000E+000,
 0.0638000000, 0.5314776770,99.8046924483, 0.00000E+000,
 0.0640000000, 0.5467056491,99.7804472190, 0.00000E+000,
 0.0642000000, 0.5456332567,99.8005729049, 0.00000E+000,
 0.0644000000, 0.5336224618,99.8132319184, 0.00000E+000,
 0.0646000000, 0.5370541175,99.7565023731, 0.00000E+000,
 0.0648000000, 0.5361962035,99.7473192243, 0.00000E+000,
 0.0650000000, 0.5389844238,99.7271935384, 0.00000E+000,
 0.0652000000, 0.5492793909,99.7361192157, 0.00000E+000,
 0.0654000000, 0.5486359555,99.7650418432, 0.00000E+000,
 0.0656000000, 0.5211827098,99.8004870811, 0.00000E+000,
 0.0658000000, 0.5479925200,99.7719077489, 0.00000E+000,
 0.0660000000, 0.5331935048,99.7510525605, 0.00000E+000,
 0.0662000000, 0.5368396390,99.7211429591, 0.00000E+000,
 0.0664000000, 0.5501373048,99.7655138742, 0.00000E+000,
 0.0666000000, 0.5284749782,99.7897591035, 0.00000E+000,
 0.0668000000, 0.5484214770,99.7997146667, 0.00000E+000,
 0.0670000000, 0.5475635631,99.7580901138, 0.00000E+000,
 0.0672000000, 0.5497083479,99.7611797713, 0.00000E+000,
 0.0674000000, 0.5527110466,99.7438004477, 0.00000E+000,
 0.0676000000, 0.5524965681,99.7197697779, 0.00000E+000,
 0.0678000000, 0.5479925200,99.7723368680, 0.00000E+000,
 0.0680000000, 0.5542123960,99.7919476109, 0.00000E+000,
 0.0682000000, 0.5529255251,99.7965391853, 0.00000E+000,
 0.0684000000, 0.5557137454,99.7789453021, 0.00000E+000,
 0.0686000000, 0.5546413529,99.7563307255, 0.00000E+000,
 0.0688000000, 0.5409147301,99.7178387420, 0.00000E+000,
 0.0690000000, 0.5578585302,99.7315705533, 0.00000E+000,
 0.0692000000, 0.5340514187,99.7628962477, 0.00000E+000,
 0.0694000000, 0.5486359555,99.7732380181, 0.00000E+000,
 0.0696000000, 0.5391989023,99.8013024074, 0.00000E+000,
 0.0698000000, 0.5432739934,99.7849958815, 0.00000E+000,
 0.0700000000, 0.5430595149,99.7666295839, 0.00000E+000,
 0.0702000000, 0.5426305580,99.7223015806, 0.00000E+000,
 0.0704000000, 0.5407002517,99.7449161573, 0.00000E+000,
 0.0706000000, 0.5338369402,99.7396809043, 0.00000E+000,
 0.0708000000, 0.5417726441,99.7444441263, 0.00000E+000,
 0.0710000000, 0.5578585302,99.7969683044, 0.00000E+000,
 0.0712000000, 0.5404857732,99.7829361098, 0.00000E+000,
 0.0714000000, 0.5452042998,99.7374923969, 0.00000E+000,
 0.0716000000, 0.5497083479,99.7623813048, 0.00000E+000,
 0.0718000000, 0.5492793909,99.7388226661, 0.00000E+000,
 0.0720000000, 0.5574295732,99.6893452336, 0.00000E+000,
 0.0722000000, 0.5473490846,99.7135475510, 0.00000E+000,
 0.0724000000, 0.5565716593,99.7289529267, 0.00000E+000,
 0.0726000000, 0.5321211124,99.7116165150, 0.00000E+000,
 0.0728000000, 0.5372685959,99.7093850957, 0.00000E+000,
 0.0730000000, 0.5389844238,99.7396379924, 0.00000E+000,
 0.0732000000, 0.5370541175,99.7525115654, 0.00000E+000,
 0.0734000000, 0.5518531327,99.7427705618, 0.00000E+000,
 0.0736000000, 0.5479925200,99.7536272751, 0.00000E+000,
 0.0738000000, 0.5550703099,99.7985560451, 0.00000E+000,
 0.0740000000, 0.5434884719,99.7895874559, 0.00000E+000,
 0.0742000000, 0.5610757074,99.7784732711, 0.00000E+000,
 0.0744000000, 0.5649363201,99.7609222999, 0.00000E+000,
 0.0746000000, 0.5623625783,99.7594203830, 0.00000E+000,
 0.0748000000, 0.5490649124,99.7716931893, 0.00000E+000,
 0.0750000000, 0.5447753428,99.7753836136, 0.00000E+000,
 0.0752000000, 0.5467056491,99.7792456855, 0.00000E+000,
 0.0754000000, 0.5488504339,99.7977407188, 0.00000E+000,
 0.0756000000, 0.5454187782,99.7678311174, 0.00000E+000,
 0.0758000000, 0.5404857732,99.7698050653, 0.00000E+000,
 0.0760000000, 0.5441319074,99.7892870725, 0.00000E+000,
 0.0762000000, 0.5426305580,99.7661575529, 0.00000E+000,
 0.0764000000, 0.5454187782,99.7619950976, 0.00000E+000,
 0.0766000000, 0.5404857732,99.7393376090, 0.00000E+000,
 0.0768000000, 0.5542123960,99.7454311003, 0.00000E+000,
 0.0770000000, 0.5428450365,99.7281805123, 0.00000E+000,
 0.0772000000, 0.5561427023,99.7485636697, 0.00000E+000,
 0.0774000000, 0.5552847884,99.7840947314, 0.00000E+000,
 0.0776000000, 0.5589309226,99.7725943394, 0.00000E+000,
 0.0778000000, 0.5479925200,99.7937499112, 0.00000E+000,
 0.0780000000, 0.5456332567,99.7981698379, 0.00000E+000,
 0.0782000000, 0.5537834390,99.7814341929, 0.00000E+000,
 0.0784000000, 0.5537834390,99.7861115912, 0.00000E+000,
 0.0786000000, 0.5612901859,99.7795031570, 0.00000E+000,
 0.0788000000, 0.5503517833,99.7853820887, 0.00000E+000,
 0.0790000000, 0.5529255251,99.7872273008, 0.00000E+000,
 0.0792000000, 0.5473490846,99.7757269089, 0.00000E+000,
 0.0794000000, 0.5612901859,99.7479629030, 0.00000E+000,
 0.0796000000, 0.5726575454,99.7719935727, 0.00000E+000,
 0.0798000000, 0.5722285884,99.7515675034, 0.00000E+000,
 0.0800000000, 0.5771615935,99.8148625710, 0.00000E+000,
 0.0802000000, 0.5634349707,99.7590770877, 0.00000E+000,
 0.0804000000, 0.5662231909,99.7513958558, 0.00000E+000,
 0.0806000000, 0.5728720239,99.7528548607, 0.00000E+000,
 0.0808000000, 0.5542123960,99.7390801375, 0.00000E+000,
 0.0810000000, 0.5717996315,99.7461606027, 0.00000E+000,
 0.0812000000, 0.5396278592,99.7498510270, 0.00000E+000,
 0.0814000000, 0.5720141099,99.7209713114, 0.00000E+000,
 0.0816000000, 0.5501373048,99.7326862629, 0.00000E+000,
 0.0818000000, 0.5514241757,99.7835368765, 0.00000E+000,
 0.0820000000, 0.5627915352,99.7622954810, 0.00000E+000,
 0.0822000000, 0.5580730086,99.7665866720, 0.00000E+000,
